code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,enrollmentControls
LAT101H1,CLAS,S,11,5,CLASS,
LAT101H1,CLAS,S,24,8,ONLSYNC,
LAT101H1,CLAS,S,24,10,ONLSYNC,
GRK102H1,CLAS,S,10,0,CLASS,
GRK102H1,CLAS,S,12,11,CLASS,
GRK102H1,CLAS,S,30,1,ONLSYNC,
GRK102H1,CLAS,S,28,1,ONLSYNC,
LAT102H1,CLAS,S,11,10,CLASS,
LAT102H1,CLAS,S,11,7,CLASS,
LAT102H1,CLAS,S,8,3,CLASS,
LAT102H1,CLAS,S,8,6,CLASS,
LAT102H1,CLAS,S,24,8,ONLSYNC,
LAT102H1,CLAS,S,24,8,ONLSYNC,
LAT102H1,CLAS,S,27,10,ONLSYNC,
LAT102H1,CLAS,S,27,8,ONLSYNC,
CLA160H1,CLAS,F,33,33,CLASS,
CLA160H1,CLAS,F,207,79,ONLSYNC,
CLA160H1,CLAS,S,240,174,ONLASYNC,
CLA196H1,CLAS,S,10,10,CLASS,1
CLA196H1,CLAS,S,10,10,ONLSYNC,1
CLA197H1,CLAS,F,20,20,ONLSYNC,1
CLA198H1,CLAS,S,8,8,CLASS,1
CLA198H1,CLAS,S,12,12,ONLSYNC,1
CLA199H1,CLAS,F,16,16,CLASS,1
CLA199H1,CLAS,F,4,4,ONLSYNC,1
CLA201H1,CLAS,S,200,200,ONLASYNC,
GRK201H1,CLAS,F,16,10,CLASS,
GRK201H1,CLAS,F,24,4,ONLSYNC,
LAT201H1,CLAS,F,11,9,CLASS,
LAT201H1,CLAS,F,29,5,ONLSYNC,
GRK202H1,CLAS,S,6,6,CLASS,
GRK202H1,CLAS,S,14,4,ONLSYNC,
LAT202H1,CLAS,S,6,6,CLASS,
LAT202H1,CLAS,S,34,6,ONLSYNC,
CLA203H1,CLAS,S,250,48,ONLASYNC,
CLA204H1,CLAS,F,40,40,ONLASYNC,*
CLA204H1,CLAS,F,260,260,ONLASYNC,
CLA204H1,CLAS,S,300,300,ONLASYNC,
CLA204H1,CLAS,S,71,71,ONLASYNC,*
CLA204H1,CLAS,S,222,185,ONLASYNC,
CLA215H1,CLAS,F,33,32,CLASS,
CLA215H1,CLAS,F,117,62,ONLSYNC,
CLA230H1,CLAS,S,32,27,CLASS,
CLA230H1,CLAS,S,166,47,ONLSYNC,
CLA231H1,CLAS,F,60,25,CLASS,
CLA231H1,CLAS,F,190,51,ONLSYNC,
CLA232H1,CLAS,F,33,12,CLASS,
CLA232H1,CLAS,F,117,10,ONLSYNC,
CLA233H1,CLAS,S,25,10,CLASS,
CLA233H1,CLAS,S,125,11,ONLSYNC,
CLA236H1,CLAS,F,60,15,CLASS,
CLA236H1,CLAS,F,190,18,ONLSYNC,
CLA260H1,CLAS,S,19,5,CLASS,
CLA260H1,CLAS,S,81,53,ONLSYNC,
CLA303H1,CLAS,S,12,10,CLASS,
CLA303H1,CLAS,S,18,8,ONLSYNC,
CLA305H1,CLAS,F,11,11,CLASS,
CLA305H1,CLAS,F,19,19,ONLSYNC,
CLA310H1,CLAS,S,11,11,CLASS,
CLA310H1,CLAS,S,19,19,ONLSYNC,
CLA319H1,CLAS,F,12,9,CLASS,
CLA319H1,CLAS,F,18,7,ONLSYNC,
CLA321H1,CLAS,F,11,7,CLASS,
CLA321H1,CLAS,F,19,5,ONLSYNC,
CLA322H1,CLAS,S,11,11,CLASS,
CLA322H1,CLAS,S,19,17,ONLSYNC,
GRK340H1,CLAS,S,6,3,CLASS,
GRK340H1,CLAS,S,9,3,ONLSYNC,
LAT340H1,CLAS,F,4,4,CLASS,
LAT340H1,CLAS,F,11,3,ONLSYNC,
GRK342H1,CLAS,F,4,3,CLASS,
GRK342H1,CLAS,F,11,1,ONLSYNC,
LAT342H1,CLAS,S,6,5,CLASS,
LAT342H1,CLAS,S,9,2,ONLSYNC,
GRK350H1,CLAS,S,4,4,CLASS,
GRK350H1,CLAS,S,11,0,ONLSYNC,
LAT350H1,CLAS,F,4,4,CLASS,
LAT350H1,CLAS,F,11,7,ONLSYNC,
GRK352H1,CLAS,F,4,2,CLASS,
GRK352H1,CLAS,F,11,1,ONLSYNC,
LAT352H1,CLAS,S,4,4,CLASS,
LAT352H1,CLAS,S,11,5,ONLSYNC,
CLA363H1,CLAS,F,11,11,CLASS,
CLA363H1,CLAS,F,19,12,ONLSYNC,
CLA368H1,CLAS,F,11,11,CLASS,
CLA368H1,CLAS,F,19,19,ONLSYNC,
CLA369H1,CLAS,S,11,11,CLASS,
CLA369H1,CLAS,S,19,19,ONLSYNC,
CLA382H1,CLAS,F,11,11,CLASS,
CLA382H1,CLAS,F,19,16,ONLSYNC,
CLA383H1,CLAS,S,11,8,CLASS,
CLA383H1,CLAS,S,19,9,ONLSYNC,
CLA387H1,CLAS,S,11,3,CLASS,
CLA387H1,CLAS,S,19,6,ONLSYNC,
CLA388H1,CLAS,S,11,5,CLASS,
CLA388H1,CLAS,S,19,9,ONLSYNC,
CLA402H1,CLAS,S,6,6,CLASS,*
CLA402H1,CLAS,S,34,13,ONLSYNC,*
CLA403H1,CLAS,F,12,3,CLASS,*
CLA403H1,CLAS,F,28,5,ONLSYNC,*
GRK430H1,CLAS,F,10,3,CLASS,
GRK430H1,CLAS,F,5,1,ONLSYNC,
LAT430H1,CLAS,S,6,6,CLASS,
LAT430H1,CLAS,S,9,0,ONLSYNC,
GRK440H1,CLAS,S,6,1,CLASS,
GRK440H1,CLAS,S,4,1,ONLSYNC,
LAT440H1,CLAS,F,2,2,CLASS,
LAT440H1,CLAS,F,8,0,ONLSYNC,
GRK442H1,CLAS,F,2,1,CLASS,
GRK442H1,CLAS,F,8,0,ONLSYNC,
LAT442H1,CLAS,S,6,1,CLASS,
LAT442H1,CLAS,S,4,0,ONLSYNC,
GRK450H1,CLAS,S,2,0,CLASS,
GRK450H1,CLAS,S,8,1,ONLSYNC,
LAT450H1,CLAS,F,2,0,CLASS,
LAT450H1,CLAS,F,8,1,ONLSYNC,
GRK452H1,CLAS,F,2,2,CLASS,
GRK452H1,CLAS,F,8,0,ONLSYNC,
LAT452H1,CLAS,S,2,1,CLASS,
LAT452H1,CLAS,S,8,1,ONLSYNC,
CSC104H1,CSC,F,240,57,ONLSYNC,1
CSC104H1,CSC,F,240,70,ONLSYNC,1
CSC104H1,CSC,S,28,7,CLASS,1
CSC104H1,CSC,S,24,3,CLASS,1
CSC104H1,CSC,S,32,6,CLASS,1
CSC104H1,CSC,S,168,27,ONLSYNC,1
CSC104H1,CSC,S,172,13,ONLSYNC,1
CSC104H1,CSC,S,164,12,ONLSYNC,1
CSC108H1,CSC,F,240,240,ONLSYNC,*
CSC108H1,CSC,F,240,96,ONLSYNC,*
CSC108H1,CSC,F,240,218,ONLSYNC,*
CSC108H1,CSC,F,240,105,ONLSYNC,*
CSC108H1,CSC,F,240,227,ONLSYNC,*
CSC108H1,CSC,F,240,183,ONLSYNC,*
CSC108H1,CSC,F,240,94,ONLSYNC,*
CSC108H1,CSC,F,240,85,ONLSYNC,*
CSC108H1,CSC,F,200,200,ONLASYNC,*
CSC108H1,CSC,S,196,150,ONLSYNC,*
CSC108H1,CSC,S,196,148,ONLSYNC,*
CSC108H1,CSC,S,196,196,ONLASYNC,*
CSC108H1,CSC,S,62,60,CLASS,*
CSC108H1,CSC,S,62,27,CLASS,*
CSC108H1,CSC,S,172,60,ONLSYNC,*
CSC108H1,CSC,S,172,16,ONLSYNC,*
CSC110Y1,CSC,F,48,47,CLASS,*
CSC110Y1,CSC,F,48,48,CLASS,*
CSC110Y1,CSC,F,418,111,ONLSYNC,*
CSC110Y1,CSC,F,418,176,ONLSYNC,*
CSC111H1,CSC,S,123,122,CLASS,*
CSC111H1,CSC,S,220,178,ONLSYNC,*
CSC111H1,CSC,S,343,81,ONLSYNC,*
CSC148H1,CSC,S,234,229,ONLSYNC,*
CSC148H1,CSC,S,234,111,ONLSYNC,*
CSC148H1,CSC,S,196,179,ONLSYNC,*
CSC148H1,CSC,S,196,61,ONLSYNC,*
CSC148H1,CSC,S,196,196,ONLSYNC,*
CSC148H1,CSC,S,196,90,ONLSYNC,*
CSC165H1,CSC,S,196,80,ONLSYNC,1
CSC165H1,CSC,S,196,123,ONLSYNC,1
CSC165H1,CSC,S,196,33,ONLSYNC,1
CSC165H1,CSC,S,196,151,ONLSYNC,1
CSC165H1,CSC,S,196,107,ONLSYNC,1
CSC165H1,CSC,S,196,33,ONLSYNC,1
CSC196H1,CSC,F,12,12,CLASS,1
CSC196H1,CSC,F,18,18,ONLSYNC,1
CSC197H1,CSC,F,9,2,CLASS,1
CSC197H1,CSC,F,21,8,ONLSYNC,1
CSC197H1,CSC,S,12,12,CLASS,1
CSC197H1,CSC,S,18,18,ONLSYNC,1
CSC199H1,CSC,F,30,30,ONLSYNC,1
CSC207H1,CSC,F,140,140,ONLSYNC,*
CSC207H1,CSC,F,140,140,ONLSYNC,*
CSC207H1,CSC,F,140,82,ONLSYNC,*
CSC207H1,CSC,F,140,25,ONLSYNC,*
CSC207H1,CSC,F,0,0,CLASS,*
CSC207H1,CSC,F,140,43,ONLSYNC,*
CSC207H1,CSC,F,23,23,ONLSYNC,*
CSC209H1,CSC,S,234,234,ONLSYNC,*
CSC209H1,CSC,S,234,171,ONLSYNC,*
CSC209H1,CSC,S,140,38,ONLSYNC,*
CSC209H1,CSC,S,140,140,ONLSYNC,*
CSC236H1,CSC,F,270,157,ONLSYNC,*
CSC236H1,CSC,F,270,177,ONLSYNC,*
CSC236H1,CSC,F,58,37,CLASS,*
CSC236H1,CSC,F,142,124,ONLSYNC,*
CSC240H1,CSC,S,32,22,CLASS,*
CSC240H1,CSC,S,110,46,ONLSYNC,*
JCC250H1,CSC,S,25,3,CLASS,
JCC250H1,CSC,S,47,4,ONLSYNC,
CSC258H1,CSC,F,33,33,CLASS,*
CSC258H1,CSC,F,33,33,CLASS,*
CSC258H1,CSC,F,107,107,ONLSYNC,*
CSC258H1,CSC,F,107,107,ONLSYNC,*
CSC258H1,CSC,S,14,14,CLASS,*
CSC258H1,CSC,S,14,14,CLASS,*
CSC258H1,CSC,S,22,22,CLASS,*
CSC258H1,CSC,S,128,61,ONLSYNC,*
CSC258H1,CSC,S,86,86,ONLSYNC,*
CSC258H1,CSC,S,86,46,ONLSYNC,*
COG260H1,UC,F,40,40,ONLSYNC,
CSC263H1,CSC,S,120,120,ONLSYNC,*
CSC263H1,CSC,S,120,120,ONLSYNC,*
CSC263H1,CSC,S,120,120,ONLSYNC,*
CSC263H1,CSC,S,120,93,ONLSYNC,*
CSC263H1,CSC,S,220,132,ONLSYNC,*
CSC265H1,CSC,F,55,55,ONLSYNC,*
JSC270H1,STAT,S,18,9,CLASS,*
JSC270H1,STAT,S,32,16,ONLSYNC,*
CSC300H1,CSC,F,125,85,ONLSYNC,*
CSC300H1,CSC,F,125,46,ONLSYNC,*
CSC300H1,CSC,S,12,8,CLASS,*
CSC300H1,CSC,S,28,10,CLASS,*
CSC300H1,CSC,S,62,62,ONLSYNC,*
CSC300H1,CSC,S,78,19,ONLSYNC,*
CSC301H1,CSC,F,28,28,CLASS,*
CSC301H1,CSC,F,28,14,CLASS,*
CSC301H1,CSC,F,97,97,ONLSYNC,*
CSC301H1,CSC,F,97,38,ONLSYNC,*
CSC301H1,CSC,S,20,20,CLASS,*
CSC301H1,CSC,S,105,75,ONLSYNC,*
CSC302H1,CSC,F,40,31,ONLSYNC,*
CSC302H1,CSC,S,11,11,CLASS,*
CSC302H1,CSC,S,29,29,ONLSYNC,*
CSC303H1,CSC,S,20,20,CLASS,*
CSC303H1,CSC,S,100,76,ONLSYNC,*
CSC309H1,CSC,F,105,98,ONLSYNC,*
CSC309H1,CSC,F,125,53,ONLSYNC,*
CSC309H1,CSC,F,20,6,ONLSYNC,*
CSC309H1,CSC,S,25,22,CLASS,*
CSC309H1,CSC,S,3,2,CLASS,*
CSC309H1,CSC,S,1,1,CLASS,*
CSC309H1,CSC,S,27,13,CLASS,*
CSC309H1,CSC,S,93,44,ONLSYNC,*
CSC309H1,CSC,S,12,9,ONLSYNC,*
CSC309H1,CSC,S,4,4,ONLSYNC,*
CSC309H1,CSC,S,85,37,ONLSYNC,*
CSC311H1,CSC,F,125,125,ONLSYNC,*
CSC311H1,CSC,F,165,116,ONLSYNC,*
CSC311H1,CSC,F,165,165,ONLSYNC,*
CSC311H1,CSC,F,165,124,ONLSYNC,*
CSC311H1,CSC,F,40,20,ONLSYNC,*
CSC317H1,CSC,S,18,18,CLASS,*
CSC317H1,CSC,S,0,0,CLASS,*
CSC317H1,CSC,S,8,8,CLASS,*
CSC317H1,CSC,S,20,20,CLASS,*
CSC317H1,CSC,S,105,70,ONLSYNC,*
CSC317H1,CSC,S,32,31,ONLSYNC,*
CSC317H1,CSC,S,24,24,ONLSYNC,*
CSC317H1,CSC,S,107,66,ONLSYNC,*
CSC318H1,CSC,F,5,3,ONLSYNC,*
CSC318H1,CSC,F,120,120,ONLSYNC,*
CSC318H1,CSC,S,19,19,CLASS,*
CSC318H1,CSC,S,1,0,CLASS,*
CSC318H1,CSC,S,4,2,ONLSYNC,*
CSC318H1,CSC,S,101,84,ONLSYNC,*
CSC320H1,CSC,S,2,2,CLASS,*
CSC320H1,CSC,S,56,53,CLASS,*
CSC320H1,CSC,S,28,16,CLASS,*
CSC320H1,CSC,S,64,63,ONLSYNC,*
CSC320H1,CSC,S,97,80,ONLSYNC,*
CSC320H1,CSC,S,3,0,ONLSYNC,*
CSC324H1,CSC,F,100,93,ONLSYNC,*
CSC324H1,CSC,F,100,100,ONLSYNC,*
CSC336H1,CSC,F,33,26,CLASS,*
CSC336H1,CSC,F,92,92,ONLSYNC,*
CSC336H1,CSC,S,20,20,CLASS,*
CSC336H1,CSC,S,100,55,ONLSYNC,*
CSC343H1,CSC,F,175,175,ONLSYNC,*
CSC343H1,CSC,F,130,130,ONLSYNC,*
CSC343H1,CSC,F,70,70,ONLSYNC,*
CSC343H1,CSC,S,8,8,CLASS,*
CSC343H1,CSC,S,4,4,CLASS,*
CSC343H1,CSC,S,4,4,CLASS,*
CSC343H1,CSC,S,10,9,CLASS,*
CSC343H1,CSC,S,13,13,CLASS,*
CSC343H1,CSC,S,7,7,CLASS,*
CSC343H1,CSC,S,28,27,CLASS,*
CSC343H1,CSC,S,33,33,ONLSYNC,*
CSC343H1,CSC,S,82,58,ONLSYNC,*
CSC343H1,CSC,S,41,40,ONLSYNC,*
CSC343H1,CSC,S,75,75,ONLSYNC,*
CSC343H1,CSC,S,80,80,ONLSYNC,*
CSC343H1,CSC,S,72,72,ONLSYNC,*
CSC343H1,CSC,S,36,35,ONLSYNC,*
CSC367H1,CSC,S,28,28,CLASS,*
CSC367H1,CSC,S,18,18,CLASS,*
CSC367H1,CSC,S,97,86,ONLSYNC,*
CSC367H1,CSC,S,107,58,ONLSYNC,*
CSC369H1,CSC,F,125,123,ONLSYNC,*
CSC369H1,CSC,F,125,73,ONLSYNC,*
CSC369H1,CSC,S,28,28,CLASS,*
CSC369H1,CSC,S,33,28,CLASS,*
CSC369H1,CSC,S,92,88,ONLSYNC,*
CSC369H1,CSC,S,97,55,ONLSYNC,*
JSC370H1,STAT,S,9,6,CLASS,*
JSC370H1,STAT,S,21,11,ONLSYNC,*
CSC373H1,CSC,F,125,125,ONLSYNC,*
CSC373H1,CSC,F,125,125,ONLSYNC,*
CSC373H1,CSC,S,20,20,CLASS,*
CSC373H1,CSC,S,28,26,CLASS,*
CSC373H1,CSC,S,21,19,CLASS,*
CSC373H1,CSC,S,105,68,ONLSYNC,*
CSC373H1,CSC,S,97,20,ONLSYNC,*
CSC373H1,CSC,S,104,45,ONLSYNC,*
CSC384H1,CSC,F,100,97,ONLSYNC,*
CSC384H1,CSC,F,125,55,ONLSYNC,*
CSC384H1,CSC,F,25,25,ONLSYNC,*
CSC384H1,CSC,S,28,28,CLASS,*
CSC384H1,CSC,S,23,23,CLASS,*
CSC384H1,CSC,S,0,0,CLASS,*
CSC384H1,CSC,S,22,22,CLASS,*
CSC384H1,CSC,S,0,0,CLASS,*
CSC384H1,CSC,S,28,17,CLASS,*
CSC384H1,CSC,S,67,60,ONLSYNC,*
CSC384H1,CSC,S,83,83,ONLSYNC,*
CSC384H1,CSC,S,60,60,ONLSYNC,*
CSC384H1,CSC,S,97,75,ONLSYNC,*
CSC384H1,CSC,S,42,42,ONLSYNC,*
CSC384H1,CSC,S,20,0,ONLSYNC,*
CSC401H1,CSC,S,175,175,ONLSYNC,*
CSC401H1,CSC,S,25,25,ONLSYNC,*
CSC404H1,CSC,F,33,0,CLASS,
CSC404H1,CSC,F,7,0,ONLSYNC,
CSC404H1,CSC,S,20,0,CLASS,
CSC404H1,CSC,S,20,0,ONLSYNC,
CSC410H1,CSC,F,152,108,ONLSYNC,*
CSC410H1,CSC,F,28,23,ONLSYNC,*
CSC412H1,CSC,S,14,14,CLASS,*
CSC412H1,CSC,S,0,0,CLASS,*
CSC412H1,CSC,S,14,14,ONLSYNC,*
CSC412H1,CSC,S,61,61,ONLSYNC,*
CSC413H1,CSC,S,135,135,ONLSYNC,*
CSC413H1,CSC,S,20,20,ONLSYNC,*
CSC413H1,CSC,S,20,20,ONLASYNC,*
CSC413H1,CSC,S,125,125,ONLASYNC,*
CSC417H1,CSC,F,28,28,CLASS,*
CSC417H1,CSC,F,42,42,ONLSYNC,*
CSC419H1,CSC,F,21,14,CLASS,*
CSC419H1,CSC,F,69,53,ONLSYNC,*
CSC420H1,CSC,F,20,20,ONLSYNC,*
CSC420H1,CSC,F,80,80,ONLSYNC,*
CSC420H1,CSC,F,100,100,ONLSYNC,*
CSC428H1,CSC,F,16,11,CLASS,*
CSC428H1,CSC,F,49,49,ONLSYNC,*
CSC428H1,CSC,S,2,2,CLASS,*
CSC428H1,CSC,S,19,19,CLASS,*
CSC428H1,CSC,S,36,36,ONLSYNC,*
CSC428H1,CSC,S,3,3,ONLSYNC,*
CSC436H1,CSC,F,20,9,CLASS,*
CSC436H1,CSC,F,15,8,ONLSYNC,*
CSC454H1,CSC,F,60,5,ONLSYNC,
CSC454H1,CSC,S,21,0,CLASS,
CSC454H1,CSC,S,39,0,ONLSYNC,
CSC456H1,CSC,S,7,7,CLASS,*
CSC456H1,CSC,S,28,20,ONLSYNC,*
CSC457H1,CSC,F,33,15,CLASS,*
CSC457H1,CSC,F,57,35,ONLSYNC,*
CSC458H1,CSC,F,180,127,ONLSYNC,*
CSC458H1,CSC,F,90,90,ONLSYNC,*
CSC463H1,CSC,S,21,21,CLASS,*
CSC463H1,CSC,S,59,45,ONLSYNC,*
CSC465H1,CSC,S,32,21,CLASS,*
CSC465H1,CSC,S,48,48,ONLSYNC,*
CSC469H1,CSC,F,18,13,CLASS,*
CSC469H1,CSC,F,72,59,ONLSYNC,*
JSC470H1,STAT,S,9,2,CLASS,*
JSC470H1,STAT,S,21,2,ONLSYNC,*
CSC473H1,CSC,F,21,17,CLASS,*
CSC473H1,CSC,F,59,20,ONLSYNC,*
CSC485H1,CSC,F,80,80,ONLSYNC,*
CSC485H1,CSC,F,60,60,ONLSYNC,*
CSC485H1,CSC,F,10,10,ONLSYNC,*
CSC486H1,CSC,S,14,14,CLASS,*
CSC486H1,CSC,S,1,1,CLASS,*
CSC486H1,CSC,S,4,4,ONLSYNC,*
CSC486H1,CSC,S,66,66,ONLSYNC,*
CSC488H1,CSC,S,10,10,CLASS,*
CSC488H1,CSC,S,65,65,ONLSYNC,*
CSC491H1,CSC,F,40,3,ONLSYNC,
CSC491H1,CSC,S,0,0,CLASS,
CSC491H1,CSC,S,40,0,ONLSYNC,
CAS200H1,ASI,F,14,14,CLASS,
CAS200H1,ASI,F,46,46,ONLSYNC,
CAS201H1,ASI,F,60,35,ONLASYNC,*
CAS202H1,ASI,S,8,8,CLASS,*
CAS202H1,ASI,S,52,28,ONLSYNC,*
CAS310H1,ASI,F,50,34,ONLSYNC,*
CAS320H1,ASI,S,12,10,CLASS,*
CAS320H1,ASI,S,48,19,ONLSYNC,*
JPA331Y1,POL,Y,13,13,CLASS,*
JPA331Y1,POL,Y,57,25,ONLSYNC,*
CAS350H1,ASI,F,15,11,CLASS,*
CAS350H1,ASI,F,35,19,ONLSYNC,*
CAS360H1,ASI,S,14,8,CLASS,*
CAS360H1,ASI,S,34,3,ONLSYNC,*
CAS370H1,ASI,S,9,9,CLASS,*
CAS370H1,ASI,S,57,15,ONLSYNC,*
JHA384H1,HIS,S,16,16,CLASS,
JHA384H1,HIS,S,29,29,ONLSYNC,
CAS400H1,ASI,F,9,9,CLASS,*
CAS400H1,ASI,F,11,11,ONLSYNC,*
CAS430H1,ASI,F,25,11,ONLSYNC,*
CAS450H1,ASI,F,20,9,ONLSYNC,*
CAS498H1,ASI,F,20,0,ONLSYNC,
CAS498H1,ASI,S,0,0,CLASS,
CAS498H1,ASI,S,20,0,ONLSYNC,
CAS498Y1,ASI,S,0,0,ONLSYNC,
CRI205H1,CRIM,F,230,220,ONLSYNC,*
CRI210H1,CRIM,S,230,223,ONLSYNC,*
CRI215H1,CRIM,F,32,32,CLASS,*
CRI215H1,CRIM,F,88,88,ONLSYNC,*
CRI225H1,CRIM,F,230,220,ONLSYNC,*
CRI322H1,CRIM,S,65,65,ONLSYNC,*
CRI335H1,CRIM,F,120,120,ONLSYNC,*
CRI340H1,CRIM,F,120,120,ONLSYNC,*
CRI345H1,CRIM,S,20,19,CLASS,*
CRI345H1,CRIM,S,60,32,ONLSYNC,*
CRI350H1,CRIM,F,100,100,ONLSYNC,*
CRI364H1,CRIM,F,55,55,ONLSYNC,*
CRI364H1,CRIM,S,23,23,CLASS,*
CRI364H1,CRIM,S,32,32,ONLSYNC,*
CRI365H1,CRIM,F,28,28,CLASS,*
CRI365H1,CRIM,F,92,92,ONLSYNC,*
CRI370H1,CRIM,S,28,28,CLASS,*
CRI370H1,CRIM,S,92,92,ONLSYNC,*
CRI380H1,CRIM,S,43,43,CLASS,*
CRI380H1,CRIM,S,57,57,ONLSYNC,*
CRI383H1,CRIM,F,120,107,ONLSYNC,*
CRI385H1,CRIM,S,20,20,CLASS,*
CRI385H1,CRIM,S,100,82,ONLSYNC,*
CRI390H1,CRIM,S,24,7,CLASS,*
CRI390H1,CRIM,S,96,58,ONLSYNC,*
CRI394H1,CRIM,S,28,1,CLASS,*
CRI394H1,CRIM,S,92,38,ONLSYNC,*
CRI395H1,CRIM,F,5,0,ONLSYNC,*
CRI395H1,CRIM,S,5,0,ONLSYNC,*
CRI396H1,CRIM,F,5,0,ONLSYNC,*
CRI396H1,CRIM,S,0,0,CLASS,*
CRI396H1,CRIM,S,2,0,ONLSYNC,*
CRI425H1,CRIM,S,16,16,CLASS,*
CRI425H1,CRIM,S,64,64,ONLSYNC,*
CRI427H1,CRIM,F,60,60,ONLSYNC,*
CRI431H1,CRIM,F,18,18,CLASS,*
CRI431H1,CRIM,F,30,30,ONLSYNC,*
CRI480H1,CRIM,S,12,12,CLASS,*
CRI480H1,CRIM,S,18,18,ONLSYNC,*
CRI490H1,CRIM,F,60,27,ONLSYNC,*
CRI490H1,CRIM,S,9,9,CLASS,*
CRI490H1,CRIM,S,21,11,ONLSYNC,*
CRI491H1,CRIM,F,19,19,ONLSYNC,*
CRI491H1,CRIM,S,30,27,ONLSYNC,*
DTS200Y1,DTS,Y,150,76,ONLSYNC,
DTS300H1,DTS,S,15,15,CLASS,
DTS300H1,DTS,S,60,60,ONLSYNC,
DTS305H1,DTS,F,75,11,ONLSYNC,
DTS310H1,DTS,F,75,15,ONLSYNC,
DTS410H1,DTS,S,8,8,CLASS,*
DTS410H1,DTS,S,12,12,ONLSYNC,*
DTS411H1,DTS,F,20,20,ONLSYNC,*
DTS412H1,DTS,S,8,8,CLASS,*
DTS412H1,DTS,S,12,7,ONLSYNC,*
DTS413H1,DTS,F,20,15,ONLSYNC,*
DTS414H1,DTS,S,9,9,CLASS,*
DTS414H1,DTS,S,11,8,ONLSYNC,*
DTS416H1,DTS,F,20,20,ONLSYNC,*
DRM101Y1,DRAMA,Y,148,97,ONLSYNC,1
DRM200Y1,DRAMA,Y,14,0,CLASS,
DRM200Y1,DRAMA,Y,14,0,CLASS,
DRM200Y1,DRAMA,Y,4,0,ONLSYNC,
DRM200Y1,DRAMA,Y,4,0,ONLSYNC,
DRM202H1,DRAMA,F,16,15,CLASS,*
DRM202H1,DRAMA,F,4,4,ONLSYNC,*
DRM220Y1,DRAMA,Y,70,36,ONLSYNC,*
DRM228H1,DRAMA,S,16,11,CLASS,*
DRM228H1,DRAMA,S,4,4,ONLSYNC,*
DRM254H1,DRAMA,F,16,4,CLASS,*
DRM254H1,DRAMA,F,4,4,ONLSYNC,*
DRM300Y1,DRAMA,Y,13,1,CLASS,
DRM300Y1,DRAMA,Y,13,0,CLASS,
DRM300Y1,DRAMA,Y,2,0,ONLSYNC,
DRM300Y1,DRAMA,Y,2,0,ONLSYNC,
DRM302H1,DRAMA,S,8,0,CLASS,
DRM302H1,DRAMA,S,4,0,ONLSYNC,
DRM320H1,DRAMA,F,9,5,CLASS,*
DRM320H1,DRAMA,F,16,9,ONLSYNC,*
DRM328H1,DRAMA,F,8,5,CLASS,
DRM328H1,DRAMA,F,4,0,ONLSYNC,
DRM331H1,DRAMA,F,15,12,CLASS,*
DRM331H1,DRAMA,F,20,20,ONLSYNC,*
DRM354H1,DRAMA,S,6,0,CLASS,
DRM354H1,DRAMA,S,4,0,ONLSYNC,
DRM355Y1,DRAMA,Y,6,0,CLASS,
DRM355Y1,DRAMA,Y,4,0,ONLSYNC,
DRM375H1,DRAMA,F,15,15,CLASS,*
DRM375H1,DRAMA,F,3,3,ONLSYNC,*
DRM376H1,DRAMA,S,10,7,CLASS,*
DRM376H1,DRAMA,S,8,3,ONLSYNC,*
DRM377H1,DRAMA,S,15,8,CLASS,*
DRM377H1,DRAMA,S,3,0,ONLSYNC,*
DRM386H1,DRAMA,S,12,11,CLASS,*
DRM386H1,DRAMA,S,23,15,ONLSYNC,*
DRM388H1,DRAMA,S,9,9,CLASS,*
DRM388H1,DRAMA,S,26,22,ONLSYNC,*
DRM400H1,DRAMA,F,18,11,CLASS,
DRM400H1,DRAMA,F,4,0,ONLSYNC,
DRM402H1,DRAMA,F,2,0,CLASS,
DRM402H1,DRAMA,F,2,0,ONLSYNC,
DRM403Y1,DRAMA,Y,18,10,CLASS,
DRM403Y1,DRAMA,Y,4,0,ONLSYNC,
DRM413H1,DRAMA,S,18,1,CLASS,
DRM413H1,DRAMA,S,4,0,ONLSYNC,
DRM420H1,DRAMA,S,9,6,CLASS,*
DRM420H1,DRAMA,S,11,3,ONLSYNC,*
DRM428H1,DRAMA,S,6,0,CLASS,
DRM428H1,DRAMA,S,4,0,ONLSYNC,
DRM431H1,DRAMA,S,6,4,CLASS,*
DRM431H1,DRAMA,S,4,4,ONLSYNC,*
DRM454H1,DRAMA,F,6,0,CLASS,
DRM454H1,DRAMA,F,4,0,ONLSYNC,
DRM455H1,DRAMA,F,6,0,CLASS,
DRM455H1,DRAMA,F,4,0,ONLSYNC,
DRM487H1,DRAMA,F,6,6,CLASS,*
DRM487H1,DRAMA,F,4,4,ONLSYNC,*
DRM490Y1,DRAMA,Y,2,0,ONLASYNC,
DRM491H1,DRAMA,F,2,0,ONLASYNC,
DRM491H1,DRAMA,S,0,0,CLASS,
DRM491H1,DRAMA,S,10,0,ONLSYNC,
JEG100H1,GGR,S,26,26,CLASS,1
JEG100H1,GGR,S,124,46,ONLSYNC,1
ESS103H1,ES,F,300,54,ONLASYNC,1
ESS104H1,ES,S,300,63,ONLASYNC,1
ESS105H1,ES,S,250,70,ONLASYNC,1
ESS196H1,ES,F,10,10,CLASS,1
